,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018926082993857563,14.0,True,250,0.6,226
1,1,0.0859642889990937,91.0,True,250,0.6,226
2,2,0.15313504499499686,91.0,True,250,0.6,226
3,3,0.22103747801156715,92.0,True,250,0.6,226
4,4,0.28950587700819597,95.0,True,250,0.6,226
5,5,0.35296410901355557,95.0,True,250,0.6,226
6,6,0.419392968993634,95.0,True,250,0.6,226
7,7,0.4839592720090877,95.0,True,250,0.6,226
8,8,0.5485356170102023,95.0,True,250,0.6,226
9,9,0.6088097229949199,95.0,True,250,0.6,226
