,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018777368997689337,91.0,True,250,0.7,226
1,1,0.08703202300239354,91.0,True,250,0.7,226
2,2,0.15430208700126968,91.0,True,250,0.7,226
3,3,0.2181719219952356,91.0,True,250,0.7,226
4,4,0.2806967689830344,94.0,True,250,0.7,226
5,5,0.34622931099147536,94.0,True,250,0.7,226
6,6,0.41495802998542786,95.0,True,250,0.7,226
7,7,0.4839253969839774,95.0,True,250,0.7,226
8,8,0.5488509489805438,95.0,True,250,0.7,226
9,9,0.6192160079954192,95.0,True,250,0.7,226
10,10,0.6830229990009684,95.0,True,250,0.7,226
11,11,0.7466405699960887,95.0,True,250,0.7,226
