,Iteration,Time,Fitness,Restarts,max_iters,current_restart
0,0,0.00018616497982293367,10.0,0,2101,0
1,1,0.0007445139926858246,10.0,0,2101,0
2,2,0.00537493999581784,10.0,0,2101,0
3,3,0.005527723988052458,10.0,0,2101,0
4,4,0.005665348988259211,10.0,0,2101,0
5,5,0.005800426995847374,10.0,0,2101,0
6,6,0.005937221983913332,10.0,0,2101,0
7,7,0.006070837000152096,10.0,0,2101,0
8,8,0.006203181983437389,10.0,0,2101,0
9,9,0.006336970982374623,10.0,0,2101,0
10,10,0.006470046995673329,10.0,0,2101,0
11,11,0.006602602981729433,10.0,0,2101,0
12,12,0.006733930989867076,10.0,0,2101,0
13,13,0.006865846982691437,10.0,0,2101,0
14,14,0.007014956005150452,10.0,0,2101,0
15,15,0.007153004000429064,10.0,0,2101,0
16,16,0.0072862829838413745,10.0,0,2101,0
17,17,0.007419356988975778,10.0,0,2101,0
18,18,0.007551315997261554,10.0,0,2101,0
19,19,0.007683270989218727,10.0,0,2101,0
20,20,0.007815521996235475,10.0,0,2101,0
21,21,0.007947353995405138,10.0,0,2101,0
22,22,0.008079104998614639,10.0,0,2101,0
23,23,0.008211096981540322,10.0,0,2101,0
24,24,0.00834227298037149,10.0,0,2101,0
25,25,0.008478415984427556,10.0,0,2101,0
26,26,0.008613169979071245,10.0,0,2101,0
27,27,0.00874921100330539,10.0,0,2101,0
28,28,0.008894220984075218,10.0,0,2101,0
29,29,0.009026479005115107,10.0,0,2101,0
30,30,0.00916232299641706,10.0,0,2101,0
31,31,0.00929503099177964,10.0,0,2101,0
32,32,0.009429311990970746,10.0,0,2101,0
33,33,0.009563247993355617,10.0,0,2101,0
34,34,0.009706501004984602,10.0,0,2101,0
35,35,0.009847837995039299,10.0,0,2101,0
36,36,0.009976815985282883,10.0,0,2101,0
37,37,0.010104739980306476,10.0,0,2101,0
38,38,0.010237340989988297,10.0,0,2101,0
39,39,0.01037217999692075,10.0,0,2101,0
40,40,0.010501602984732017,10.0,0,2101,0
41,41,0.010632178978994489,10.0,0,2101,0
42,42,0.010760487988591194,10.0,0,2101,0
43,43,0.010889116994803771,10.0,0,2101,0
44,44,0.011027878004824743,10.0,0,2101,0
45,45,0.011166512995259836,10.0,0,2101,0
46,46,0.011300757993012667,11.0,0,2101,0
47,47,0.01154281900380738,11.0,0,2101,0
48,48,0.01168063300428912,11.0,0,2101,0
49,49,0.011811873002443463,11.0,0,2101,0
50,50,0.011942294979235157,11.0,0,2101,0
51,51,0.012072804995113984,11.0,0,2101,0
52,52,0.012202202982734889,11.0,0,2101,0
53,53,0.012338731990894303,11.0,0,2101,0
54,54,0.012474139977712184,11.0,0,2101,0
55,55,0.012607226002728567,11.0,0,2101,0
56,56,0.012741260987240821,11.0,0,2101,0
57,57,0.012876205990323797,11.0,0,2101,0
58,58,0.01301163699827157,11.0,0,2101,0
59,59,0.01314258697675541,11.0,0,2101,0
60,60,0.013272073992993683,11.0,0,2101,0
61,61,0.013409945997409523,11.0,0,2101,0
62,62,0.013545580004574731,11.0,0,2101,0
63,63,0.013679839001270011,11.0,0,2101,0
64,64,0.013812773977406323,11.0,0,2101,0
65,65,0.013959623000118881,11.0,0,2101,0
66,66,0.014099299005465582,11.0,0,2101,0
67,67,0.014236046990845352,11.0,0,2101,0
68,68,0.014367032999871299,11.0,0,2101,0
69,69,0.014501465979265049,11.0,0,2101,0
70,70,0.01463275498826988,11.0,0,2101,0
71,71,0.014780743978917599,11.0,0,2101,0
72,72,0.014926563977496698,11.0,0,2101,0
73,73,0.015073457994731143,11.0,0,2101,0
74,74,0.015208830998744816,11.0,0,2101,0
75,75,0.01534060700214468,11.0,0,2101,0
76,76,0.015476953005418181,11.0,0,2101,0
77,77,0.015612743998644873,11.0,0,2101,0
78,78,0.015750036982353777,11.0,0,2101,0
79,79,0.01588656599051319,11.0,0,2101,0
80,80,0.016019279981264845,11.0,0,2101,0
81,81,0.016156608995515853,11.0,0,2101,0
82,82,0.016292780986987054,11.0,0,2101,0
83,83,0.016428588976850733,11.0,0,2101,0
84,84,0.01656444399850443,11.0,0,2101,0
85,85,0.01669610699173063,11.0,0,2101,0
86,86,0.016827710991492495,11.0,0,2101,0
87,87,0.016964583977824077,11.0,0,2101,0
88,88,0.01709728199057281,11.0,0,2101,0
89,89,0.01723527000285685,11.0,0,2101,0
90,90,0.01737364099244587,11.0,0,2101,0
91,91,0.017510423000203446,11.0,0,2101,0
92,92,0.017649831977905706,11.0,0,2101,0
93,93,0.01778891298454255,11.0,0,2101,0
94,94,0.017925603984622285,11.0,0,2101,0
95,95,0.018063912983052433,11.0,0,2101,0
96,96,0.01820401698932983,11.0,0,2101,0
97,97,0.018341271992539987,11.0,0,2101,0
98,98,0.018474523996701464,11.0,0,2101,0
99,99,0.018611281004268676,11.0,0,2101,0
100,100,0.018743433989584446,11.0,0,2101,0
101,101,0.018884700984926894,11.0,0,2101,0
102,102,0.024295123002957553,11.0,0,2101,0
103,103,0.02445288500166498,11.0,0,2101,0
104,104,0.024602994992164895,11.0,0,2101,0
105,105,0.02474272798281163,11.0,0,2101,0
106,106,0.024880505981855094,11.0,0,2101,0
107,107,0.025044285983312875,11.0,0,2101,0
108,108,0.02518765997956507,11.0,0,2101,0
109,109,0.02532887799316086,11.0,0,2101,0
110,110,0.02546618998167105,11.0,0,2101,0
111,111,0.025606647977838293,11.0,0,2101,0
112,112,0.025748001993633807,11.0,0,2101,0
113,113,0.02588354700128548,11.0,0,2101,0
114,114,0.02602365199709311,11.0,0,2101,0
115,115,0.02615930899628438,11.0,0,2101,0
116,116,0.026295816991478205,11.0,0,2101,0
117,117,0.026437919994350523,11.0,0,2101,0
118,118,0.02657509798882529,11.0,0,2101,0
119,119,0.026710918988101184,11.0,0,2101,0
120,120,0.026847743982216343,11.0,0,2101,0
121,121,0.026983535004546866,12.0,0,2101,0
122,122,0.027233379980316386,12.0,0,2101,0
123,123,0.02737813300336711,12.0,0,2101,0
124,124,0.02753578298143111,12.0,0,2101,0
125,125,0.027675193996401504,12.0,0,2101,0
126,126,0.02781595100532286,12.0,0,2101,0
127,127,0.027960104984231293,12.0,0,2101,0
128,128,0.028098868002416566,12.0,0,2101,0
129,129,0.028236021986231208,12.0,0,2101,0
130,130,0.02837555098813027,12.0,0,2101,0
131,131,0.028515929996501654,12.0,0,2101,0
132,132,0.028655097994487733,12.0,0,2101,0
133,133,0.028800575993955135,12.0,0,2101,0
134,134,0.028947208978934214,12.0,0,2101,0
135,135,0.029101616994012147,12.0,0,2101,0
136,136,0.029245523997815326,12.0,0,2101,0
137,137,0.029389053001068532,12.0,0,2101,0
138,138,0.02953276498010382,12.0,0,2101,0
139,139,0.02967060499940999,12.0,0,2101,0
140,140,0.02980769198620692,12.0,0,2101,0
141,141,0.029945129004772753,12.0,0,2101,0
142,142,0.030094753979938105,12.0,0,2101,0
143,143,0.03024147098767571,12.0,0,2101,0
144,144,0.030379645992070436,12.0,0,2101,0
145,145,0.03052673500496894,12.0,0,2101,0
146,146,0.030665683996630833,12.0,0,2101,0
147,147,0.0308078870002646,12.0,0,2101,0
148,148,0.0309504049946554,12.0,0,2101,0
149,149,0.031111026997677982,12.0,0,2101,0
150,150,0.03125379400444217,12.0,0,2101,0
151,151,0.03139727999223396,12.0,0,2101,0
152,152,0.03153584199026227,12.0,0,2101,0
153,153,0.031679175997851416,12.0,0,2101,0
154,154,0.0318172279803548,12.0,0,2101,0
155,155,0.03196082898648456,12.0,0,2101,0
156,156,0.03209947099094279,12.0,0,2101,0
157,157,0.032237765000900254,12.0,0,2101,0
158,158,0.03238149598473683,12.0,0,2101,0
159,159,0.03252063397667371,15.0,0,2101,0
160,160,0.03276038999320008,15.0,0,2101,0
161,161,0.03290747498976998,15.0,0,2101,0
162,162,0.03307527900324203,15.0,0,2101,0
163,163,0.03321961298934184,15.0,0,2101,0
164,164,0.03335940500255674,15.0,0,2101,0
165,165,0.033498766977572814,15.0,0,2101,0
166,166,0.033637771994108334,15.0,0,2101,0
167,167,0.03378225100459531,15.0,0,2101,0
168,168,0.033926425996469334,15.0,0,2101,0
169,169,0.03406635799910873,15.0,0,2101,0
170,170,0.03422454997780733,16.0,0,2101,0
171,171,0.034470140002667904,16.0,0,2101,0
172,172,0.034611690003657714,16.0,0,2101,0
173,173,0.03475826498470269,16.0,0,2101,0
174,174,0.03490145900286734,16.0,0,2101,0
175,175,0.03505518499878235,16.0,0,2101,0
176,176,0.03522370199789293,16.0,0,2101,0
177,177,0.03536937799071893,16.0,0,2101,0
178,178,0.03551678199437447,16.0,0,2101,0
179,179,0.03566134697757661,16.0,0,2101,0
180,180,0.03580214598332532,16.0,0,2101,0
181,181,0.036028054979396984,16.0,0,2101,0
182,182,0.036176553985569626,16.0,0,2101,0
183,183,0.036318579979706556,16.0,0,2101,0
184,184,0.03645984298782423,16.0,0,2101,0
185,185,0.03660560498246923,16.0,0,2101,0
186,186,0.0367507140035741,17.0,0,2101,0
187,187,0.037002427998231724,17.0,0,2101,0
188,188,0.03714441700140014,19.0,0,2101,0
189,189,0.03738629599683918,19.0,0,2101,0
190,190,0.03756218097987585,19.0,0,2101,0
191,191,0.03772536598262377,19.0,0,2101,0
192,192,0.03786953698727302,19.0,0,2101,0
193,193,0.038017165003111586,19.0,0,2101,0
194,194,0.03816429598373361,19.0,0,2101,0
195,195,0.038306300004478544,19.0,0,2101,0
196,196,0.03847554000094533,19.0,0,2101,0
197,197,0.038710288994479924,19.0,0,2101,0
198,198,0.038883222005097196,19.0,0,2101,0
199,199,0.039051314000971615,19.0,0,2101,0
200,200,0.039198426995426416,19.0,0,2101,0
201,201,0.039370867976685986,19.0,0,2101,0
202,202,0.045217855978989974,19.0,0,2101,0
203,203,0.045400923991110176,19.0,0,2101,0
204,204,0.04555872597848065,19.0,0,2101,0
205,205,0.04570980498101562,19.0,0,2101,0
206,206,0.04585444400436245,19.0,0,2101,0
207,207,0.04600352398119867,19.0,0,2101,0
208,208,0.046151552989613265,19.0,0,2101,0
209,209,0.0462994129920844,19.0,0,2101,0
210,210,0.04644722500233911,19.0,0,2101,0
211,211,0.04658994497731328,19.0,0,2101,0
212,212,0.04673574797925539,19.0,0,2101,0
213,213,0.04687816498335451,19.0,0,2101,0
214,214,0.047042282996699214,19.0,0,2101,0
215,215,0.04718950198730454,19.0,0,2101,0
216,216,0.04733586800284684,19.0,0,2101,0
217,217,0.047478787979343906,19.0,0,2101,0
218,218,0.04762806399958208,19.0,0,2101,0
219,219,0.04777530700084753,24.0,0,2101,0
220,220,0.048028549004811794,24.0,0,2101,0
221,221,0.04817568798898719,24.0,0,2101,0
222,222,0.048317926004529,24.0,0,2101,0
223,223,0.04846379498485476,24.0,0,2101,0
224,224,0.04860523698152974,24.0,0,2101,0
225,225,0.048751544003607705,24.0,0,2101,0
226,226,0.04890038198209368,24.0,0,2101,0
227,227,0.049049153982196,24.0,0,2101,0
228,228,0.049194940977031365,24.0,0,2101,0
229,229,0.049341912992531434,24.0,0,2101,0
230,230,0.049499427987029776,24.0,0,2101,0
231,231,0.049652293004328385,24.0,0,2101,0
232,232,0.049799965985585004,24.0,0,2101,0
233,233,0.04994548897957429,24.0,0,2101,0
234,234,0.05009155598236248,24.0,0,2101,0
235,235,0.05023307999363169,24.0,0,2101,0
236,236,0.050375243998132646,24.0,0,2101,0
237,237,0.050543420977192,24.0,0,2101,0
238,238,0.050693028984824196,24.0,0,2101,0
239,239,0.05084249400533736,24.0,0,2101,0
240,240,0.05098914497648366,24.0,0,2101,0
241,241,0.05114783198223449,24.0,0,2101,0
242,242,0.05129541899077594,24.0,0,2101,0
243,243,0.05143849999876693,24.0,0,2101,0
244,244,0.051585808978416026,24.0,0,2101,0
245,245,0.051732891995925456,24.0,0,2101,0
246,246,0.05188094198820181,24.0,0,2101,0
247,247,0.05202464197645895,24.0,0,2101,0
248,248,0.05217235299642198,24.0,0,2101,0
249,249,0.05231492899474688,24.0,0,2101,0
250,250,0.05246425999212079,24.0,0,2101,0
251,251,0.052610957995057106,24.0,0,2101,0
252,252,0.05275852599879727,24.0,0,2101,0
253,253,0.05290533500374295,24.0,0,2101,0
254,254,0.05304858699673787,24.0,0,2101,0
255,255,0.05319225799757987,24.0,0,2101,0
256,256,0.053338227997301146,24.0,0,2101,0
