,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003687823000291246,71347.0,True,100,0.5,49
1,1,2.8741192929992394,71347.0,True,100,0.5,49
2,2,5.57908582500022,72095.0,True,100,0.5,49
3,3,8.217415912999058,72581.0,True,100,0.5,49
4,4,10.788660657999571,73244.0,True,100,0.5,49
5,5,13.297656970999014,74183.0,True,100,0.5,49
6,6,15.81205912599944,74200.0,True,100,0.5,49
7,7,18.339883451999413,74570.0,True,100,0.5,49
8,8,20.831803806999233,74570.0,True,100,0.5,49
9,9,23.27086309599872,74761.0,True,100,0.5,49
10,10,25.802719626999533,74761.0,True,100,0.5,49
11,11,28.303729835999548,74761.0,True,100,0.5,49
12,12,30.77781250499902,74761.0,True,100,0.5,49
13,13,33.49209105599948,74761.0,True,100,0.5,49
14,14,36.28797499000029,74761.0,True,100,0.5,49
