,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,60641.0,9.237199992639944e-05,"[11, 9, 43, 26, 20, 49, 22, 9, 33, 38, 32, 24, 12, 37, 42, 11, 3, 16, 39, 24, 2, 35, 39, 24, 47, 26, 11, 44, 23, 35, 43, 22, 14, 21, 49, 6, 5, 12, 14, 47, 14, 27, 48, 45, 16, 29, 42, 42, 19, 11, 14, 49, 18, 37, 44, 24, 14, 29, 0, 45, 41, 46, 49, 19, 27, 48, 0, 49, 32, 40, 46, 7, 4, 9, 41, 9, 18, 49, 29, 21, 35, 1, 29, 12, 47, 6, 7, 1, 5, 25, 47, 9, 0, 37, 29, 16, 24, 28, 39, 2]",exponential,3500,0.005,0.001,3499.9983834903746,3500,1401
1,1,61788.0,0.0005379069989430718,"[11, 9, 43, 26, 20, 49, 22, 9, 33, 38, 32, 24, 12, 37, 42, 11, 3, 16, 39, 24, 2, 35, 39, 24, 47, 26, 11, 44, 23, 35, 43, 22, 14, 21, 49, 6, 5, 12, 14, 47, 14, 27, 48, 45, 16, 29, 42, 42, 19, 11, 14, 49, 18, 37, 44, 24, 14, 29, 0, 45, 41, 46, 49, 19, 27, 48, 0, 49, 32, 40, 46, 7, 4, 9, 41, 9, 18, 49, 29, 21, 35, 1, 29, 12, 47, 6, 7, 1, 5, 25, 47, 40, 0, 37, 29, 16, 24, 28, 39, 2]",exponential,3500,0.005,0.001,3499.9905866401773,3500,1401
2,101,62504.0,0.014680442998724175,"[31, 23, 43, 26, 12, 49, 22, 9, 21, 45, 32, 24, 12, 4, 20, 11, 46, 4, 39, 24, 44, 40, 39, 6, 1, 47, 17, 9, 40, 35, 28, 22, 14, 43, 25, 46, 5, 12, 28, 17, 17, 48, 16, 34, 19, 29, 42, 28, 19, 31, 44, 26, 18, 9, 44, 35, 46, 36, 0, 19, 41, 40, 49, 8, 27, 14, 15, 21, 42, 16, 15, 49, 4, 9, 41, 9, 36, 49, 44, 21, 31, 48, 37, 21, 29, 49, 13, 41, 5, 25, 15, 40, 10, 48, 0, 16, 22, 2, 39, 2]",exponential,3500,0.005,0.001,3499.7431016760906,3500,1401
3,201,66960.0,0.03032509799959371,"[31, 42, 43, 26, 12, 49, 18, 9, 21, 37, 36, 9, 37, 2, 20, 41, 46, 4, 39, 24, 44, 32, 44, 6, 17, 38, 16, 38, 40, 35, 21, 40, 20, 47, 36, 46, 5, 12, 28, 17, 16, 44, 47, 44, 19, 2, 17, 26, 42, 31, 44, 43, 30, 39, 44, 48, 46, 20, 30, 16, 42, 4, 49, 8, 43, 30, 17, 19, 42, 0, 25, 49, 4, 41, 41, 9, 36, 28, 15, 21, 4, 48, 29, 16, 6, 17, 39, 33, 5, 0, 26, 40, 44, 45, 12, 16, 22, 47, 39, 35]",exponential,3500,0.005,0.001,3499.46935101598,3500,1401
4,301,66937.0,0.04715244699946197,"[31, 42, 33, 34, 12, 11, 3, 9, 21, 37, 36, 14, 2, 2, 0, 41, 2, 4, 44, 8, 44, 32, 48, 17, 30, 38, 36, 14, 40, 44, 21, 40, 20, 4, 36, 46, 44, 12, 13, 17, 16, 44, 40, 44, 23, 6, 17, 41, 26, 31, 44, 43, 39, 20, 44, 42, 46, 46, 10, 47, 40, 38, 49, 8, 2, 30, 17, 19, 44, 49, 3, 23, 15, 41, 41, 36, 13, 28, 15, 21, 13, 48, 29, 36, 6, 17, 42, 32, 5, 26, 26, 40, 44, 45, 8, 0, 1, 47, 39, 34]",exponential,3500,0.005,0.001,3499.1749294415704,3500,1401
5,401,75730.0,0.06533490399851871,"[31, 42, 40, 34, 5, 42, 31, 39, 36, 22, 45, 14, 2, 29, 33, 41, 2, 25, 44, 49, 44, 39, 42, 17, 4, 35, 36, 14, 35, 28, 16, 40, 44, 4, 36, 46, 44, 12, 41, 39, 15, 29, 40, 10, 3, 6, 17, 45, 26, 31, 48, 43, 39, 3, 36, 42, 46, 30, 10, 47, 40, 38, 49, 23, 2, 30, 44, 19, 44, 30, 27, 23, 3, 41, 32, 36, 13, 46, 36, 13, 32, 48, 40, 32, 33, 33, 40, 21, 29, 5, 37, 40, 44, 45, 12, 44, 44, 47, 39, 34]",exponential,3500,0.005,0.001,3498.8568259131152,3500,1401
6,501,77023.0,0.08556743999906757,"[31, 34, 40, 34, 5, 29, 33, 40, 36, 5, 28, 17, 30, 29, 33, 42, 2, 25, 47, 49, 44, 39, 39, 41, 4, 35, 13, 14, 29, 47, 21, 22, 44, 31, 30, 46, 44, 12, 13, 39, 7, 29, 40, 1, 3, 6, 17, 45, 28, 31, 48, 43, 38, 29, 29, 42, 46, 32, 37, 47, 40, 38, 49, 23, 2, 30, 44, 19, 44, 30, 38, 46, 38, 41, 40, 36, 13, 44, 49, 5, 32, 29, 40, 32, 33, 33, 40, 21, 42, 9, 11, 12, 44, 42, 12, 44, 44, 47, 27, 34]",exponential,3500,0.005,0.001,3498.5028900825105,3500,1401
7,601,78730.0,0.1057403869999689,"[8, 20, 40, 45, 17, 29, 33, 37, 36, 5, 36, 17, 27, 25, 33, 42, 2, 25, 47, 49, 40, 47, 39, 48, 3, 35, 13, 14, 29, 47, 38, 22, 44, 31, 30, 46, 44, 9, 13, 39, 10, 29, 38, 1, 3, 39, 17, 45, 28, 31, 48, 43, 38, 29, 29, 42, 46, 35, 37, 47, 40, 38, 49, 35, 3, 30, 44, 10, 44, 23, 43, 45, 38, 41, 40, 36, 13, 32, 49, 5, 35, 29, 40, 32, 15, 33, 40, 49, 42, 9, 11, 12, 44, 42, 12, 44, 44, 47, 27, 34]",exponential,3500,0.005,0.001,3498.1500323113414,3500,1401
8,701,80383.0,0.12692561499898147,"[8, 20, 40, 45, 17, 29, 33, 37, 47, 5, 36, 17, 27, 24, 33, 42, 2, 25, 47, 49, 40, 47, 43, 48, 3, 35, 13, 14, 29, 34, 38, 39, 44, 31, 30, 46, 39, 29, 13, 39, 16, 29, 38, 1, 3, 39, 17, 44, 28, 31, 48, 43, 38, 22, 29, 42, 35, 35, 37, 47, 40, 38, 49, 35, 3, 30, 44, 33, 44, 41, 41, 45, 38, 41, 40, 39, 13, 16, 49, 5, 35, 31, 40, 32, 15, 32, 40, 49, 24, 9, 11, 12, 44, 42, 12, 44, 44, 47, 36, 34]",exponential,3500,0.005,0.001,3497.7795064058314,3500,1401
9,801,81424.0,0.14935186999900907,"[8, 20, 40, 45, 17, 29, 33, 37, 47, 19, 36, 17, 27, 24, 33, 42, 7, 25, 47, 49, 40, 47, 32, 48, 3, 40, 14, 14, 29, 34, 38, 40, 44, 31, 30, 46, 39, 43, 13, 39, 31, 29, 38, 1, 3, 39, 17, 44, 28, 31, 48, 43, 38, 22, 32, 42, 35, 35, 44, 36, 40, 38, 49, 35, 3, 30, 44, 33, 44, 41, 41, 49, 38, 41, 40, 39, 13, 16, 49, 5, 37, 32, 40, 32, 15, 32, 40, 47, 24, 9, 11, 12, 44, 42, 12, 44, 44, 47, 36, 34]",exponential,3500,0.005,0.001,3497.387317918817,3500,1401
