,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0037258720003592316,69162.0,True,100,0.5,49
1,1,2.886881476999406,69865.0,True,100,0.5,49
2,2,5.644158844999765,70936.0,True,100,0.5,49
3,3,8.216378770999654,71598.0,True,100,0.5,49
4,4,10.78878078299931,71671.0,True,100,0.5,49
5,5,13.278782202000002,71706.0,True,100,0.5,49
6,6,15.77397811300034,71706.0,True,100,0.5,49
7,7,18.53191515099934,71951.0,True,100,0.5,49
8,8,21.0028467359989,71986.0,True,100,0.5,49
9,9,23.475883568999052,71986.0,True,100,0.5,49
10,10,25.96475364700018,72309.0,True,100,0.5,49
11,11,28.48766045999946,72309.0,True,100,0.5,49
12,12,31.0496178279991,72309.0,True,100,0.5,49
13,13,33.68109679599911,72309.0,True,100,0.5,49
14,14,36.31003259600038,72309.0,True,100,0.5,49
15,15,38.97584441899926,72309.0,True,100,0.5,49
