,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.004066105000674725,113520.0,True,100,0.5,146
1,1,6.472874463001062,116039.0,True,100,0.5,146
2,2,12.535314534999998,117930.0,True,100,0.5,146
3,3,18.56664452900077,122554.0,True,100,0.5,146
4,4,24.367785000000367,122554.0,True,100,0.5,146
5,5,30.44058316200062,122834.0,True,100,0.5,146
6,6,36.44553521600028,125127.0,True,100,0.5,146
7,7,42.25276745600058,125127.0,True,100,0.5,146
8,8,48.01471964200027,127511.0,True,100,0.5,146
9,9,53.81293158100016,127511.0,True,100,0.5,146
10,10,59.54722534100074,129694.0,True,100,0.5,146
11,11,65.20651822299988,129694.0,True,100,0.5,146
12,12,70.85585435199937,129759.0,True,100,0.5,146
13,13,76.65834263599936,130637.0,True,100,0.5,146
14,14,82.38505481100037,130637.0,True,100,0.5,146
15,15,88.03447437400064,130637.0,True,100,0.5,146
16,16,93.60048622199974,130637.0,True,100,0.5,146
17,17,99.2409492250008,130637.0,True,100,0.5,146
18,18,104.79827203700006,130637.0,True,100,0.5,146
