,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0037103270005900413,70083.0,True,100,0.3,49
1,1,2.1569395219848957,71369.0,True,100,0.3,49
2,2,4.335968661005609,71902.0,True,100,0.3,49
3,3,6.436001608992228,73885.0,True,100,0.3,49
4,4,8.386025414976757,75267.0,True,100,0.3,49
5,5,10.301230051991297,75267.0,True,100,0.3,49
6,6,12.205739475000883,75881.0,True,100,0.3,49
7,7,14.122767858003499,75997.0,True,100,0.3,49
8,8,16.04993680899497,75997.0,True,100,0.3,49
9,9,17.97669630497694,76235.0,True,100,0.3,49
10,10,19.98548182597733,76235.0,True,100,0.3,49
11,11,21.899687700992217,76235.0,True,100,0.3,49
12,12,24.09650477199466,76235.0,True,100,0.3,49
13,13,26.16411302497727,76235.0,True,100,0.3,49
14,14,30.111729939002544,76235.0,True,100,0.3,49
