,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.004052657999636722,111881.0,True,100,0.5,146
1,1,6.357223396998961,112928.0,True,100,0.5,146
2,2,12.490172419998999,112928.0,True,100,0.5,146
3,3,18.62430070499977,113396.0,True,100,0.5,146
4,4,24.71630144499977,113478.0,True,100,0.5,146
5,5,30.78674054899966,115088.0,True,100,0.5,146
6,6,36.584937200999775,115540.0,True,100,0.5,146
7,7,42.35340647599878,115658.0,True,100,0.5,146
8,8,48.12278747699929,115710.0,True,100,0.5,146
9,9,54.0671779889999,115993.0,True,100,0.5,146
10,10,59.79301169899918,115995.0,True,100,0.5,146
11,11,65.61064325000007,115995.0,True,100,0.5,146
12,12,71.37527821000003,115995.0,True,100,0.5,146
13,13,77.20875265799987,115995.0,True,100,0.5,146
14,14,82.84775914799866,115995.0,True,100,0.5,146
15,15,88.68240376699941,115995.0,True,100,0.5,146
