,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005485881003551185,112367.0,True,150,0.95,49
1,1,13.79709162202198,112367.0,True,150,0.95,49
2,2,27.774151387013262,113034.0,True,150,0.95,49
3,3,41.395024766999995,115295.0,True,150,0.95,49
4,4,55.21407604002161,115948.0,True,150,0.95,49
5,5,70.05560553900432,115948.0,True,150,0.95,49
6,6,84.4451627760136,115948.0,True,150,0.95,49
7,7,97.62115576901124,116401.0,True,150,0.95,49
8,8,110.60713431501063,116401.0,True,150,0.95,49
9,9,123.63969554100186,116401.0,True,150,0.95,49
10,10,136.64033744702465,116401.0,True,150,0.95,49
11,11,149.61885752802482,116401.0,True,150,0.95,49
12,12,162.5721492630255,116886.0,True,150,0.95,49
13,13,175.50383028402575,116886.0,True,150,0.95,49
14,14,188.323655057,116886.0,True,150,0.95,49
15,15,201.1812111310137,116886.0,True,150,0.95,49
16,16,214.02566879501683,116886.0,True,150,0.95,49
17,17,226.90741833799984,116886.0,True,150,0.95,49
