,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0036352210154291242,67849.0,True,100,0.5,49
1,1,2.828528860991355,70983.0,True,100,0.5,49
2,2,5.551856464007869,70983.0,True,100,0.5,49
3,3,8.2935789799958,71536.0,True,100,0.5,49
4,4,10.927653857012047,71748.0,True,100,0.5,49
5,5,13.543665085016983,71922.0,True,100,0.5,49
6,6,16.126936790999025,72083.0,True,100,0.5,49
7,7,18.68789506101166,73513.0,True,100,0.5,49
8,8,21.238453271012986,73634.0,True,100,0.5,49
9,9,23.73199705799925,73838.0,True,100,0.5,49
10,10,26.22229728801176,74282.0,True,100,0.5,49
11,11,28.69135328399716,74585.0,True,100,0.5,49
12,12,31.157368342013797,74585.0,True,100,0.5,49
13,13,33.624382609006716,74778.0,True,100,0.5,49
14,14,36.137192886992125,74778.0,True,100,0.5,49
15,15,38.594372752995696,74851.0,True,100,0.5,49
16,16,41.045970039995154,74851.0,True,100,0.5,49
17,17,43.58701457901043,74934.0,True,100,0.5,49
18,18,46.048817225993844,74972.0,True,100,0.5,49
19,19,48.590430140990065,75037.0,True,100,0.5,49
20,20,51.07444794799085,75052.0,True,100,0.5,49
21,21,53.519722279015696,75052.0,True,100,0.5,49
22,22,56.85687623600825,75052.0,True,100,0.5,49
23,23,60.74883485698956,75052.0,True,100,0.5,49
24,24,64.65398883301532,75052.0,True,100,0.5,49
25,25,68.63899680200848,75052.0,True,100,0.5,49
