,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003751939999347087,70393.0,True,100,0.5,146
1,1,2.771254425000734,70855.0,True,100,0.5,146
2,2,5.4699406220006495,70855.0,True,100,0.5,146
3,3,8.14584609099984,70855.0,True,100,0.5,146
4,4,10.73280448100013,72142.0,True,100,0.5,146
5,5,13.243325037999966,72223.0,True,100,0.5,146
6,6,15.754338098000517,73030.0,True,100,0.5,146
7,7,18.240722635000566,73030.0,True,100,0.5,146
8,8,20.774288664999403,73379.0,True,100,0.5,146
9,9,23.24127843899987,73405.0,True,100,0.5,146
10,10,25.72718526800054,73493.0,True,100,0.5,146
11,11,28.15350472099999,73493.0,True,100,0.5,146
12,12,30.62433985200005,73493.0,True,100,0.5,146
13,13,33.085583932999725,73493.0,True,100,0.5,146
14,14,35.52517988299951,73493.0,True,100,0.5,146
15,15,38.35937857600038,73493.0,True,100,0.5,146
