,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.00790423800208373,125.0,True,1500,0.2,149
1,1,0.38702166900475277,127.0,True,1500,0.2,149
2,2,0.7414216649995069,132.0,True,1500,0.2,149
3,3,1.0850655739996,139.0,True,1500,0.2,149
4,4,1.4843751980006346,140.0,True,1500,0.2,149
5,5,1.829043718003959,147.0,True,1500,0.2,149
6,6,2.178541243003565,147.0,True,1500,0.2,149
7,7,2.5195551610013354,151.0,True,1500,0.2,149
8,8,2.8684010470024077,153.0,True,1500,0.2,149
9,9,3.294555730004504,157.0,True,1500,0.2,149
10,10,3.665858524000214,159.0,True,1500,0.2,149
11,11,4.012760192003043,163.0,True,1500,0.2,149
12,12,4.378111846999673,167.0,True,1500,0.2,149
13,13,4.738949058999424,173.0,True,1500,0.2,149
14,14,5.115415127998858,173.0,True,1500,0.2,149
15,15,5.486347292004211,175.0,True,1500,0.2,149
16,16,5.90154130099836,179.0,True,1500,0.2,149
17,17,6.32202709899866,183.0,True,1500,0.2,149
18,18,6.753522430997691,185.0,True,1500,0.2,149
19,19,7.137241814998561,187.0,True,1500,0.2,149
20,20,7.531361350003863,191.0,True,1500,0.2,149
21,21,7.892836659004388,191.0,True,1500,0.2,149
22,22,8.48142373200244,191.0,True,1500,0.2,149
23,23,9.12207977900107,191.0,True,1500,0.2,149
24,24,9.722730127999966,193.0,True,1500,0.2,149
25,25,10.357666923002398,193.0,True,1500,0.2,149
26,26,10.83099330800178,193.0,True,1500,0.2,149
27,27,12.152956133999396,193.0,True,1500,0.2,149
28,28,13.533794205002778,193.0,True,1500,0.2,149
29,29,14.923818741001014,193.0,True,1500,0.2,149
30,30,16.33978671600198,193.0,True,1500,0.2,149
31,31,17.720537305998732,193.0,True,1500,0.2,149
32,32,19.13609030799853,193.0,True,1500,0.2,149
33,33,20.524428367003566,193.0,True,1500,0.2,149
34,34,21.92877360500279,193.0,True,1500,0.2,149
35,35,23.321014239998476,193.0,True,1500,0.2,149
36,36,24.723574060997635,193.0,True,1500,0.2,149
37,37,26.120131811003375,193.0,True,1500,0.2,149
38,38,27.507846061002056,193.0,True,1500,0.2,149
39,39,28.910633518004033,193.0,True,1500,0.2,149
40,40,30.305848679003248,193.0,True,1500,0.2,149
41,41,31.68971692299965,193.0,True,1500,0.2,149
42,42,33.092160473999684,193.0,True,1500,0.2,149
43,43,34.509340866003186,193.0,True,1500,0.2,149
44,44,35.89528654800233,193.0,True,1500,0.2,149
45,45,37.29760333499871,193.0,True,1500,0.2,149
46,46,38.684452180001244,193.0,True,1500,0.2,149
47,47,40.080575528001646,193.0,True,1500,0.2,149
48,48,41.47496812100144,193.0,True,1500,0.2,149
49,49,42.869847886999196,193.0,True,1500,0.2,149
