,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.009056907001649961,70176.0,True,250,0.5,146
1,1,5.403858303994639,74802.0,True,250,0.5,146
2,2,11.076271294004982,75376.0,True,250,0.5,146
3,3,16.855285657016793,75376.0,True,250,0.5,146
4,4,22.419753802998457,75376.0,True,250,0.5,146
5,5,27.72693380599958,76776.0,True,250,0.5,146
6,6,33.0469368470076,77754.0,True,250,0.5,146
7,7,38.21352404600475,79777.0,True,250,0.5,146
8,8,43.54413816300803,79777.0,True,250,0.5,146
9,9,48.726881550013786,79882.0,True,250,0.5,146
10,10,54.97079279701575,79882.0,True,250,0.5,146
