,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.009003615006804466,71992.0,True,250,0.5,146
1,1,5.420198116014944,72215.0,True,250,0.5,146
2,2,10.481486297008814,72700.0,True,250,0.5,146
3,3,15.55449613102246,75322.0,True,250,0.5,146
4,4,20.4586932840175,75332.0,True,250,0.5,146
5,5,25.360322520020418,76984.0,True,250,0.5,146
6,6,30.24771810200764,76984.0,True,250,0.5,146
7,7,35.09820571599994,77598.0,True,250,0.5,146
8,8,39.88621354900533,77598.0,True,250,0.5,146
9,9,44.72025532400585,78249.0,True,250,0.5,146
10,10,49.60301404402708,78249.0,True,250,0.5,146
11,11,54.25052650901489,78769.0,True,250,0.5,146
12,12,58.9728891790146,79179.0,True,250,0.5,146
13,13,63.74095421200036,79341.0,True,250,0.5,146
14,14,68.47158491701703,79341.0,True,250,0.5,146
15,15,73.05888947600033,79341.0,True,250,0.5,146
16,16,77.70565674302634,79642.0,True,250,0.5,146
17,17,82.32226027100114,79642.0,True,250,0.5,146
18,18,88.97884998301743,79642.0,True,250,0.5,146
19,19,96.61430119301076,79642.0,True,250,0.5,146
20,20,104.83269178602495,79642.0,True,250,0.5,146
21,21,109.6009230769996,79660.0,True,250,0.5,146
22,22,114.1834101860004,79660.0,True,250,0.5,146
23,23,118.77997102000518,79660.0,True,250,0.5,146
24,24,123.53666458500084,79660.0,True,250,0.5,146
25,25,128.18242236800143,79666.0,True,250,0.5,146
26,26,133.0003979310277,79666.0,True,250,0.5,146
27,27,138.9612852660066,79666.0,True,250,0.5,146
28,28,144.93850633100374,79666.0,True,250,0.5,146
29,29,150.74843785801204,79666.0,True,250,0.5,146
30,30,157.0804217950208,79666.0,True,250,0.5,146
