,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.019093203998636454,16.0,True,250,0.4,226
1,1,0.07261215901235119,94.0,True,250,0.4,226
2,2,0.13587477401597425,94.0,True,250,0.4,226
3,3,0.19112987999687903,94.0,True,250,0.4,226
4,4,0.24863876099698246,94.0,True,250,0.4,226
5,5,0.3013788530079182,94.0,True,250,0.4,226
6,6,0.35335339899756946,96.0,True,250,0.4,226
7,7,0.40656225199927576,97.0,True,250,0.4,226
8,8,0.46329288100241683,99.0,True,250,0.4,226
9,9,0.517788177006878,105.0,True,250,0.4,226
10,10,0.5717417889973149,105.0,True,250,0.4,226
11,11,0.6255582259909716,105.0,True,250,0.4,226
12,12,0.6777401230065152,107.0,True,250,0.4,226
13,13,0.7308880609925836,108.0,True,250,0.4,226
14,14,0.7835035890166182,109.0,True,250,0.4,226
15,15,0.8371145339915529,109.0,True,250,0.4,226
16,16,0.8889157180092297,110.0,True,250,0.4,226
17,17,0.9523724320170004,110.0,True,250,0.4,226
18,18,1.0061275309999473,110.0,True,250,0.4,226
19,19,1.0657634260132909,110.0,True,250,0.4,226
20,20,1.1171841520117596,110.0,True,250,0.4,226
21,21,1.1685663879907224,110.0,True,250,0.4,226
