,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.00880468700779602,70449.0,True,250,0.5,146
1,1,5.264464773004875,72483.0,True,250,0.5,146
2,2,10.629274591017747,74240.0,True,250,0.5,146
3,3,15.662544615013758,76168.0,True,250,0.5,146
4,4,20.668451483012177,76168.0,True,250,0.5,146
5,5,25.60276653501205,77229.0,True,250,0.5,146
6,6,30.47339678602293,77229.0,True,250,0.5,146
7,7,35.55001641099807,78041.0,True,250,0.5,146
8,8,40.36813783601974,78041.0,True,250,0.5,146
9,9,45.27596050000284,78779.0,True,250,0.5,146
10,10,50.06020050501684,79875.0,True,250,0.5,146
11,11,54.78276653101784,79875.0,True,250,0.5,146
12,12,59.72932608099654,79920.0,True,250,0.5,146
13,13,64.45982265702332,79920.0,True,250,0.5,146
14,14,69.2297180610185,80166.0,True,250,0.5,146
15,15,74.03866017001565,80291.0,True,250,0.5,146
16,16,78.75814614200499,81246.0,True,250,0.5,146
17,17,83.45595481200144,81246.0,True,250,0.5,146
18,18,88.08795137199922,81322.0,True,250,0.5,146
19,19,92.67264923700714,81645.0,True,250,0.5,146
20,20,97.37466050800867,81645.0,True,250,0.5,146
21,21,102.15112490102183,81645.0,True,250,0.5,146
22,22,106.81570938401273,81645.0,True,250,0.5,146
23,23,111.52035736601101,81645.0,True,250,0.5,146
24,24,116.3189033580129,81813.0,True,250,0.5,146
25,25,120.95062655201764,82128.0,True,250,0.5,146
26,26,125.63590950399521,82128.0,True,250,0.5,146
27,27,130.42749377602013,82394.0,True,250,0.5,146
28,28,135.1057483520126,82406.0,True,250,0.5,146
29,29,139.7258579870104,82406.0,True,250,0.5,146
30,30,144.44013727700803,82406.0,True,250,0.5,146
31,31,149.22292354502133,82406.0,True,250,0.5,146
32,32,153.90795984200668,82406.0,True,250,0.5,146
33,33,158.71136587500223,82406.0,True,250,0.5,146
