,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,59893.0,9.332300032838248e-05,"[0, 17, 4, 27, 48, 0, 6, 6, 34, 28, 16, 44, 29, 6, 22, 31, 46, 48, 27, 28, 39, 40, 15, 30, 2, 18, 18, 42, 21, 25, 28, 34, 27, 34, 45, 42, 28, 49, 21, 6, 47, 16, 37, 44, 13, 22, 28, 12, 21, 26, 22, 2, 44, 21, 36, 7, 35, 0, 3, 3, 43, 28, 15, 47, 32, 2, 49, 43, 38, 14, 19, 45, 25, 28, 1, 23, 2, 1, 10, 3, 12, 21, 32, 4, 15, 44, 46, 49, 35, 14, 16, 35, 32, 39, 4, 32, 17, 28, 16, 37]",exponential,4500,0.005,0.001,4499.997900232983,4500,1901
1,1,60061.0,0.0005314070003805682,"[0, 17, 4, 27, 48, 0, 6, 6, 34, 28, 16, 44, 29, 6, 22, 31, 46, 48, 27, 28, 39, 40, 15, 30, 2, 18, 18, 42, 21, 25, 28, 34, 27, 34, 45, 42, 28, 49, 21, 6, 47, 16, 37, 44, 13, 22, 28, 12, 21, 26, 22, 2, 44, 21, 36, 7, 35, 0, 3, 3, 43, 28, 15, 47, 32, 2, 49, 43, 38, 14, 19, 45, 25, 28, 1, 23, 2, 1, 10, 3, 12, 21, 32, 4, 15, 44, 46, 49, 35, 14, 44, 35, 32, 39, 4, 32, 17, 28, 16, 37]",exponential,4500,0.005,0.001,4499.988043358376,4500,1901
2,101,56478.0,0.014570744999218732,"[0, 17, 34, 25, 48, 43, 6, 8, 34, 28, 10, 44, 41, 23, 34, 2, 8, 33, 23, 22, 8, 40, 25, 30, 44, 1, 18, 42, 8, 14, 25, 46, 15, 1, 45, 48, 28, 49, 31, 6, 28, 16, 20, 44, 13, 29, 0, 12, 1, 7, 22, 30, 44, 35, 23, 43, 17, 0, 6, 29, 2, 37, 15, 40, 32, 2, 45, 49, 38, 25, 19, 11, 25, 25, 49, 28, 37, 20, 10, 40, 12, 21, 4, 4, 15, 44, 16, 46, 44, 40, 35, 3, 48, 42, 33, 13, 3, 45, 16, 44]",exponential,4500,0.005,0.001,4499.672170179474,4500,1901
3,201,61579.0,0.030123731999992742,"[0, 17, 34, 25, 39, 43, 41, 8, 34, 28, 49, 44, 41, 19, 49, 41, 18, 33, 29, 22, 8, 26, 41, 40, 44, 23, 31, 49, 36, 7, 31, 46, 32, 1, 45, 0, 8, 14, 31, 40, 35, 16, 20, 0, 27, 10, 0, 24, 1, 7, 46, 30, 44, 31, 26, 36, 20, 44, 17, 29, 45, 7, 38, 15, 32, 2, 12, 49, 11, 0, 19, 11, 25, 25, 49, 5, 37, 14, 49, 0, 12, 2, 4, 15, 21, 44, 22, 36, 44, 5, 35, 9, 48, 37, 44, 26, 8, 45, 16, 29]",exponential,4500,0.005,0.001,4499.322267070894,4500,1901
4,301,63677.0,0.04752847300005669,"[4, 39, 34, 29, 2, 17, 16, 8, 34, 17, 49, 44, 41, 39, 49, 22, 18, 48, 29, 22, 8, 26, 41, 30, 17, 36, 31, 2, 36, 7, 35, 46, 21, 29, 45, 6, 17, 29, 30, 15, 35, 2, 39, 31, 27, 10, 0, 20, 41, 49, 27, 21, 41, 31, 0, 36, 20, 44, 17, 45, 25, 25, 14, 39, 32, 2, 12, 49, 1, 0, 19, 30, 25, 5, 49, 5, 4, 18, 49, 45, 12, 28, 42, 34, 21, 44, 49, 6, 24, 12, 43, 10, 48, 37, 13, 26, 8, 45, 16, 29]",exponential,4500,0.005,0.001,4498.930736413695,4500,1901
5,401,69410.0,0.06560063700089813,"[20, 38, 11, 28, 2, 44, 16, 2, 28, 17, 37, 42, 42, 39, 18, 38, 18, 48, 33, 47, 8, 23, 25, 25, 38, 14, 15, 2, 36, 7, 35, 46, 23, 7, 45, 29, 17, 35, 36, 23, 35, 2, 39, 31, 27, 10, 0, 44, 41, 46, 21, 21, 41, 31, 0, 49, 7, 44, 17, 45, 23, 45, 28, 34, 43, 2, 9, 49, 44, 0, 47, 26, 47, 29, 49, 1, 4, 32, 49, 45, 38, 28, 49, 47, 21, 44, 49, 26, 24, 41, 43, 10, 48, 12, 13, 27, 8, 45, 23, 29]",exponential,4500,0.005,0.001,4498.524227709717,4500,1901
6,501,77333.0,0.0849988600002689,"[9, 34, 11, 28, 2, 38, 49, 13, 18, 47, 37, 34, 39, 39, 18, 34, 41, 48, 33, 36, 18, 32, 37, 48, 38, 20, 12, 23, 36, 7, 49, 46, 41, 6, 45, 28, 35, 35, 36, 23, 40, 17, 39, 38, 41, 21, 23, 40, 7, 47, 21, 21, 41, 4, 0, 29, 7, 44, 41, 26, 31, 45, 49, 34, 43, 2, 9, 49, 44, 33, 47, 26, 47, 30, 49, 1, 23, 48, 49, 45, 38, 46, 49, 47, 14, 44, 44, 26, 24, 41, 21, 20, 48, 12, 13, 27, 8, 45, 23, 42]",exponential,4500,0.005,0.001,4498.087931987777,4500,1901
7,601,79257.0,0.10509213600016665,"[9, 34, 30, 26, 38, 38, 49, 13, 18, 47, 43, 34, 40, 45, 18, 34, 41, 33, 47, 36, 18, 32, 37, 48, 38, 22, 12, 25, 30, 40, 49, 46, 37, 6, 45, 27, 35, 5, 45, 23, 40, 7, 39, 8, 41, 21, 23, 40, 18, 47, 21, 32, 41, 12, 0, 29, 7, 44, 20, 4, 33, 45, 49, 37, 43, 10, 9, 49, 44, 21, 47, 26, 47, 30, 49, 1, 23, 48, 49, 45, 38, 46, 49, 47, 14, 44, 44, 26, 43, 29, 21, 47, 48, 12, 13, 27, 4, 45, 23, 42]",exponential,4500,0.005,0.001,4497.636048076281,4500,1901
8,701,81185.0,0.12640268399991328,"[16, 34, 24, 32, 38, 38, 49, 13, 18, 47, 43, 34, 40, 45, 18, 34, 41, 45, 47, 36, 2, 32, 10, 48, 38, 34, 12, 27, 30, 48, 49, 46, 37, 6, 45, 27, 35, 39, 45, 23, 40, 7, 39, 7, 41, 21, 23, 40, 18, 47, 19, 24, 41, 12, 24, 13, 7, 44, 20, 4, 33, 45, 48, 46, 43, 10, 9, 49, 44, 39, 47, 26, 47, 38, 49, 6, 23, 48, 49, 45, 38, 46, 49, 47, 14, 44, 44, 37, 43, 29, 1, 47, 48, 12, 13, 24, 4, 45, 29, 42]",exponential,4500,0.005,0.001,4497.1568381628595,4500,1901
9,801,81640.0,0.1487374339994858,"[9, 34, 24, 32, 38, 38, 49, 13, 18, 48, 43, 34, 40, 48, 18, 34, 41, 47, 47, 36, 2, 32, 10, 48, 38, 34, 12, 27, 30, 48, 18, 46, 37, 6, 45, 27, 35, 3, 45, 23, 40, 7, 39, 7, 41, 21, 23, 48, 18, 47, 19, 24, 41, 12, 21, 28, 7, 43, 30, 4, 33, 45, 48, 46, 43, 10, 9, 49, 44, 39, 47, 26, 47, 47, 49, 6, 23, 48, 49, 45, 36, 46, 49, 47, 23, 43, 44, 37, 43, 29, 1, 47, 48, 7, 13, 24, 4, 45, 29, 42]",exponential,4500,0.005,0.001,4496.654651835451,4500,1901
