,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003777234989684075,70413.0,True,100,0.4,49
1,1,2.5372218679985963,72340.0,True,100,0.4,49
2,2,4.968112353992183,72340.0,True,100,0.4,49
3,3,7.243538401002297,73923.0,True,100,0.4,49
4,4,9.479952541994862,75267.0,True,100,0.4,49
5,5,11.68774106100318,75881.0,True,100,0.4,49
6,6,13.857331687991973,76535.0,True,100,0.4,49
7,7,16.071167176996823,76773.0,True,100,0.4,49
8,8,18.251812797010643,76773.0,True,100,0.4,49
9,9,20.426889855996706,76871.0,True,100,0.4,49
10,10,22.623932685004547,76871.0,True,100,0.4,49
11,11,24.845079672988504,76871.0,True,100,0.4,49
12,12,27.13993188398308,76871.0,True,100,0.4,49
13,13,29.326764514000388,76871.0,True,100,0.4,49
14,14,31.86693714201101,76871.0,True,100,0.4,49
