,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.007922696997411549,128.0,True,1500,0.2,149
1,1,0.36374174500087975,128.0,True,1500,0.2,149
2,2,0.7262640469998587,135.0,True,1500,0.2,149
3,3,1.0940670560012222,137.0,True,1500,0.2,149
4,4,1.4315890610014321,143.0,True,1500,0.2,149
5,5,1.7964156960006221,143.0,True,1500,0.2,149
6,6,2.1518295130008482,150.0,True,1500,0.2,149
7,7,2.493626621995645,155.0,True,1500,0.2,149
8,8,2.863306039995223,155.0,True,1500,0.2,149
9,9,3.2565363780013286,158.0,True,1500,0.2,149
10,10,3.6497493779970682,160.0,True,1500,0.2,149
11,11,4.024484492001648,163.0,True,1500,0.2,149
12,12,4.3696454239980085,167.0,True,1500,0.2,149
13,13,4.699532465994707,171.0,True,1500,0.2,149
14,14,5.080916219994833,173.0,True,1500,0.2,149
15,15,5.481638897996163,177.0,True,1500,0.2,149
16,16,5.889208246000635,179.0,True,1500,0.2,149
17,17,6.28915029700147,183.0,True,1500,0.2,149
18,18,6.63635517199873,186.0,True,1500,0.2,149
19,19,6.966420491997269,187.0,True,1500,0.2,149
20,20,7.475942359997134,189.0,True,1500,0.2,149
21,21,7.820220911999058,189.0,True,1500,0.2,149
22,22,8.33290762300021,189.0,True,1500,0.2,149
23,23,8.903372069995385,190.0,True,1500,0.2,149
24,24,9.333393369997793,190.0,True,1500,0.2,149
25,25,9.715911291001248,190.0,True,1500,0.2,149
26,26,10.106118735995551,190.0,True,1500,0.2,149
27,27,11.086279259994626,190.0,True,1500,0.2,149
28,28,12.501460514999053,190.0,True,1500,0.2,149
29,29,13.898610343996552,190.0,True,1500,0.2,149
30,30,15.29234140799963,190.0,True,1500,0.2,149
31,31,16.725086956001178,190.0,True,1500,0.2,149
32,32,18.117510874995787,190.0,True,1500,0.2,149
33,33,19.51510562600015,190.0,True,1500,0.2,149
34,34,20.920234787998197,190.0,True,1500,0.2,149
35,35,22.452744048001477,190.0,True,1500,0.2,149
36,36,23.896839437999006,190.0,True,1500,0.2,149
37,37,25.36014993400022,190.0,True,1500,0.2,149
38,38,26.75960076499905,190.0,True,1500,0.2,149
39,39,28.187518804996216,190.0,True,1500,0.2,149
40,40,29.622155642995494,190.0,True,1500,0.2,149
41,41,31.03745409599651,190.0,True,1500,0.2,149
42,42,32.43491273499967,190.0,True,1500,0.2,149
43,43,33.86690961199929,190.0,True,1500,0.2,149
44,44,35.26431560199853,190.0,True,1500,0.2,149
45,45,36.66088974000013,190.0,True,1500,0.2,149
46,46,38.09894399099721,190.0,True,1500,0.2,149
47,47,39.51244437800051,190.0,True,1500,0.2,149
48,48,40.91079454099963,190.0,True,1500,0.2,149
