,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003749936999156489,67849.0,True,100,0.5,146
1,1,2.780539098999725,70983.0,True,100,0.5,146
2,2,5.4662476729990885,70983.0,True,100,0.5,146
3,3,8.094685722000577,71536.0,True,100,0.5,146
4,4,10.69341951000024,71748.0,True,100,0.5,146
5,5,13.224355708000076,71922.0,True,100,0.5,146
6,6,15.735352768000666,72083.0,True,100,0.5,146
7,7,18.19847028500044,73513.0,True,100,0.5,146
8,8,20.639299821999884,73634.0,True,100,0.5,146
9,9,23.07706647699888,73838.0,True,100,0.5,146
10,10,25.47737868100012,74282.0,True,100,0.5,146
11,11,27.94518030600011,74585.0,True,100,0.5,146
12,12,30.358089810999445,74585.0,True,100,0.5,146
13,13,32.822610152999914,74778.0,True,100,0.5,146
14,14,35.23524384600023,74778.0,True,100,0.5,146
15,15,37.69883218399991,74851.0,True,100,0.5,146
16,16,40.12891542599937,74851.0,True,100,0.5,146
17,17,42.57955588599907,74934.0,True,100,0.5,146
18,18,44.99731731599968,74972.0,True,100,0.5,146
19,19,47.41264489199966,75037.0,True,100,0.5,146
20,20,49.87380121199931,75052.0,True,100,0.5,146
21,21,52.343252234999454,75052.0,True,100,0.5,146
22,22,55.617896587998985,75052.0,True,100,0.5,146
23,23,59.46474519599906,75052.0,True,100,0.5,146
24,24,63.3506463069989,75052.0,True,100,0.5,146
25,25,67.32067090499913,75052.0,True,100,0.5,146
