,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0037004130008426728,68751.0,True,100,0.6,49
1,1,3.1176981160006108,69257.0,True,100,0.6,49
2,2,6.135047953999674,70512.0,True,100,0.6,49
3,3,9.063997872000982,70910.0,True,100,0.6,49
4,4,11.947493302001021,70910.0,True,100,0.6,49
5,5,14.841042490999826,71663.0,True,100,0.6,49
6,6,17.675221961000716,72621.0,True,100,0.6,49
7,7,20.515443804000824,72810.0,True,100,0.6,49
8,8,23.339726031999817,72810.0,True,100,0.6,49
9,9,26.177392130000953,73110.0,True,100,0.6,49
10,10,28.986947384000814,73110.0,True,100,0.6,49
11,11,31.73346964600023,73173.0,True,100,0.6,49
12,12,34.52128347600046,73173.0,True,100,0.6,49
13,13,37.2587394279999,73173.0,True,100,0.6,49
14,14,40.14561649499956,73173.0,True,100,0.6,49
15,15,42.916416777999984,73173.0,True,100,0.6,49
16,16,46.4445255490009,73173.0,True,100,0.6,49
