,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018920448987046257,93.0,True,250,0.3,226
1,1,0.07200529400142841,93.0,True,250,0.3,226
2,2,0.13025162200210616,93.0,True,250,0.3,226
3,3,0.18108185500022955,93.0,True,250,0.3,226
4,4,0.23331478598993272,93.0,True,250,0.3,226
5,5,0.28718248597579077,94.0,True,250,0.3,226
6,6,0.3381652209791355,98.0,True,250,0.3,226
7,7,0.3870572869782336,102.0,True,250,0.3,226
8,8,0.43727577599929646,103.0,True,250,0.3,226
9,9,0.4875116519979201,108.0,True,250,0.3,226
10,10,0.5379689759865869,108.0,True,250,0.3,226
11,11,0.5866775799950119,109.0,True,250,0.3,226
12,12,0.6357411129865795,109.0,True,250,0.3,226
13,13,0.6855155939992983,112.0,True,250,0.3,226
14,14,0.7346238459867891,112.0,True,250,0.3,226
15,15,0.7829894569877069,113.0,True,250,0.3,226
16,16,0.8332960889965761,113.0,True,250,0.3,226
17,17,0.8814309279841837,114.0,True,250,0.3,226
18,18,0.936030334996758,114.0,True,250,0.3,226
19,19,0.9894528900040314,114.0,True,250,0.3,226
20,20,1.0387739010038786,114.0,True,250,0.3,226
21,21,1.0867132649873383,114.0,True,250,0.3,226
22,22,1.1596920369775034,114.0,True,250,0.3,226
