,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005670943995937705,110114.0,True,150,0.8,49
1,1,12.345576658990467,110114.0,True,150,0.8,49
2,2,24.39873923000414,114358.0,True,150,0.8,49
3,3,36.52835373498965,115218.0,True,150,0.8,49
4,4,48.26999214099487,115607.0,True,150,0.8,49
5,5,59.89983494000626,119364.0,True,150,0.8,49
6,6,71.49805521999951,120389.0,True,150,0.8,49
7,7,82.90657829999691,120389.0,True,150,0.8,49
8,8,94.39982761099236,120389.0,True,150,0.8,49
9,9,105.76597843799391,120389.0,True,150,0.8,49
10,10,117.26195782699506,120389.0,True,150,0.8,49
11,11,128.6343953339965,120389.0,True,150,0.8,49
