,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.004040003999762121,110809.0,True,100,0.5,146
1,1,6.449436492999666,112861.0,True,100,0.5,146
2,2,12.680226165999557,116901.0,True,100,0.5,146
3,3,18.67039957599991,117437.0,True,100,0.5,146
4,4,24.723244482000155,117437.0,True,100,0.5,146
5,5,30.572554708998723,118398.0,True,100,0.5,146
6,6,36.515947869998854,119473.0,True,100,0.5,146
7,7,42.28775806599879,119571.0,True,100,0.5,146
8,8,48.16396084400003,119720.0,True,100,0.5,146
9,9,53.92994997599999,119859.0,True,100,0.5,146
10,10,59.64292921699962,120097.0,True,100,0.5,146
11,11,65.33018899200033,120273.0,True,100,0.5,146
12,12,71.02076845699958,120273.0,True,100,0.5,146
13,13,76.72724141599974,120410.0,True,100,0.5,146
14,14,82.90756734999923,120506.0,True,100,0.5,146
15,15,88.850904764,120506.0,True,100,0.5,146
16,16,94.83432316799917,120506.0,True,100,0.5,146
17,17,101.16315077999934,120506.0,True,100,0.5,146
18,18,107.47511078800017,120506.0,True,100,0.5,146
19,19,115.11965162599881,120506.0,True,100,0.5,146
