,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,61401.0,0.0029048729920759797,"[35, 18, 34, 16, 47, 34, 42, 1, 5, 45, 47, 44, 23, 48, 10, 19, 15, 36, 34, 19, 10, 5, 46, 40, 34, 45, 38, 3, 34, 15, 45, 46, 15, 41, 49, 17, 38, 10, 0, 34, 34, 18, 41, 15, 20, 21, 40, 36, 4, 48, 41, 22, 10, 39, 35, 7, 45, 23, 27, 30, 26, 43, 23, 41, 12, 45, 5, 34, 10, 30, 40, 27, 26, 30, 32, 43, 43, 3, 12, 8, 36, 29, 28, 6, 12, 25, 14, 13, 44, 24, 22, 10, 40, 15, 24, 13, 18, 4, 5, 5]",75,0.4,1476
1,1,65199.0,0.009863220999250188,"[34, 26, 15, 23, 8, 40, 38, 39, 34, 11, 35, 29, 11, 9, 23, 45, 24, 42, 20, 46, 20, 12, 7, 26, 16, 38, 40, 7, 18, 32, 6, 32, 34, 47, 20, 31, 13, 8, 17, 47, 47, 47, 44, 15, 36, 20, 10, 47, 49, 26, 40, 41, 1, 24, 4, 13, 13, 12, 33, 5, 31, 22, 8, 49, 26, 29, 44, 26, 42, 34, 11, 13, 40, 30, 45, 42, 21, 24, 6, 6, 21, 23, 24, 23, 45, 11, 26, 5, 7, 17, 14, 35, 19, 18, 34, 38, 8, 4, 46, 18]",75,0.4,1476
2,26,78838.0,0.17625143099576235,"[18, 15, 18, 39, 47, 5, 30, 43, 41, 17, 29, 3, 9, 36, 26, 45, 38, 4, 43, 48, 32, 48, 6, 45, 22, 38, 40, 7, 18, 32, 6, 28, 34, 47, 3, 45, 16, 37, 34, 47, 47, 47, 44, 15, 36, 20, 10, 47, 49, 26, 40, 41, 36, 15, 18, 6, 48, 46, 33, 0, 14, 18, 43, 43, 32, 39, 28, 39, 44, 48, 39, 26, 16, 47, 15, 11, 47, 35, 24, 25, 14, 41, 24, 49, 47, 48, 8, 24, 3, 18, 29, 38, 12, 38, 40, 34, 41, 40, 45, 24]",75,0.4,1476
3,51,83018.0,0.34369428499485366,"[34, 26, 18, 39, 47, 5, 30, 43, 41, 45, 29, 3, 9, 36, 26, 45, 38, 4, 43, 48, 32, 48, 6, 45, 22, 38, 40, 7, 18, 32, 0, 45, 24, 22, 3, 45, 38, 37, 34, 47, 47, 47, 44, 15, 36, 44, 10, 47, 49, 26, 45, 17, 46, 42, 22, 6, 48, 46, 33, 0, 1, 44, 48, 48, 46, 38, 35, 39, 33, 44, 8, 42, 38, 30, 45, 42, 21, 4, 43, 22, 26, 19, 37, 29, 47, 48, 8, 24, 3, 18, 29, 38, 12, 38, 40, 16, 44, 40, 38, 24]",75,0.4,1476
4,76,86296.0,0.511260007013334,"[18, 48, 18, 39, 47, 5, 30, 43, 41, 45, 29, 3, 9, 36, 26, 45, 38, 4, 43, 48, 32, 48, 6, 45, 22, 38, 40, 7, 18, 32, 10, 45, 24, 22, 16, 45, 38, 37, 34, 47, 47, 47, 44, 6, 36, 44, 10, 47, 49, 49, 45, 17, 46, 42, 22, 6, 48, 46, 37, 0, 1, 44, 48, 48, 46, 38, 35, 39, 33, 38, 8, 42, 38, 30, 45, 42, 21, 4, 43, 22, 44, 44, 37, 29, 47, 48, 8, 24, 3, 18, 20, 38, 48, 1, 16, 38, 44, 49, 38, 43]",75,0.4,1476
5,101,88600.0,0.679913841013331,"[18, 48, 18, 39, 47, 5, 8, 43, 41, 45, 29, 3, 9, 36, 34, 45, 38, 4, 43, 48, 32, 48, 6, 45, 22, 43, 40, 7, 18, 32, 10, 45, 24, 22, 16, 45, 38, 37, 34, 47, 47, 47, 44, 6, 36, 44, 24, 47, 49, 49, 45, 18, 46, 6, 22, 6, 48, 46, 33, 0, 45, 44, 48, 48, 46, 38, 35, 39, 33, 38, 8, 42, 48, 30, 45, 42, 36, 4, 43, 22, 44, 44, 37, 29, 47, 48, 8, 24, 3, 18, 2, 38, 48, 38, 16, 38, 44, 49, 38, 43]",75,0.4,1476
6,126,89791.0,0.8488792279968038,"[18, 48, 18, 39, 47, 5, 8, 43, 41, 45, 29, 3, 9, 36, 30, 45, 38, 4, 43, 48, 32, 48, 6, 49, 22, 43, 40, 7, 18, 32, 10, 45, 24, 22, 16, 45, 38, 37, 34, 47, 47, 47, 44, 6, 36, 44, 36, 47, 49, 49, 45, 18, 46, 6, 22, 6, 48, 46, 33, 0, 45, 44, 48, 48, 46, 38, 6, 39, 33, 38, 47, 42, 48, 30, 45, 42, 21, 26, 43, 22, 44, 44, 45, 29, 47, 48, 8, 24, 3, 8, 2, 38, 48, 38, 16, 38, 44, 49, 38, 43]",75,0.4,1476
7,151,91262.0,1.0166583590034861,"[18, 48, 18, 39, 30, 5, 30, 43, 48, 45, 4, 3, 26, 36, 34, 45, 38, 15, 43, 48, 32, 48, 6, 49, 22, 43, 40, 7, 18, 32, 48, 45, 24, 22, 16, 45, 38, 12, 34, 47, 47, 47, 44, 6, 36, 44, 36, 47, 49, 49, 45, 18, 46, 6, 22, 6, 48, 46, 33, 0, 45, 44, 48, 48, 46, 38, 6, 39, 33, 38, 47, 42, 48, 30, 45, 42, 21, 26, 43, 22, 44, 44, 45, 29, 47, 48, 8, 24, 3, 8, 2, 38, 48, 38, 16, 38, 44, 49, 49, 43]",75,0.4,1476
8,176,91625.0,1.1857520150078926,"[18, 48, 18, 39, 30, 14, 30, 43, 48, 45, 4, 3, 49, 36, 34, 45, 38, 4, 43, 48, 32, 48, 6, 49, 22, 43, 40, 7, 18, 32, 48, 45, 24, 22, 16, 45, 38, 37, 34, 47, 47, 47, 44, 6, 36, 44, 36, 47, 49, 49, 45, 18, 46, 6, 22, 6, 48, 46, 33, 0, 45, 44, 48, 48, 46, 43, 6, 39, 33, 38, 47, 42, 48, 30, 45, 42, 21, 26, 43, 22, 44, 44, 45, 29, 47, 48, 8, 47, 3, 8, 2, 38, 48, 38, 16, 38, 44, 49, 49, 43]",75,0.4,1476
9,201,92770.0,1.3553327810077462,"[18, 48, 18, 39, 30, 45, 30, 43, 48, 45, 4, 3, 49, 45, 34, 45, 38, 13, 43, 48, 32, 48, 6, 49, 22, 43, 15, 7, 18, 32, 48, 45, 24, 22, 38, 45, 38, 37, 34, 47, 47, 47, 44, 6, 36, 44, 36, 47, 49, 49, 45, 18, 46, 6, 22, 6, 48, 46, 33, 0, 45, 44, 48, 48, 46, 43, 6, 39, 33, 38, 47, 42, 48, 30, 45, 42, 21, 39, 43, 22, 44, 44, 45, 29, 47, 48, 8, 24, 3, 8, 2, 38, 48, 38, 21, 38, 44, 49, 49, 48]",75,0.4,1476
