,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0037139390005904716,68517.0,True,100,0.6,49
1,1,3.136812513001132,70042.0,True,100,0.6,49
2,2,6.137228915000378,70042.0,True,100,0.6,49
3,3,9.0633531830008,70567.0,True,100,0.6,49
4,4,11.981052687000556,71008.0,True,100,0.6,49
5,5,14.779524808000133,71612.0,True,100,0.6,49
6,6,17.54170799500025,71612.0,True,100,0.6,49
7,7,21.114627786999336,71938.0,True,100,0.6,49
8,8,23.909312026000407,73264.0,True,100,0.6,49
9,9,27.40309882800102,73264.0,True,100,0.6,49
10,10,30.174314325000523,73264.0,True,100,0.6,49
11,11,32.90184198600036,73264.0,True,100,0.6,49
12,12,35.65507932000037,73264.0,True,100,0.6,49
13,13,38.386874682999405,73264.0,True,100,0.6,49
