,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018528234999394044,92.0,True,250,0.1,226
1,1,0.0638319450081326,92.0,True,250,0.1,226
2,2,0.11627546398085542,92.0,True,250,0.1,226
3,3,0.16083496698411182,95.0,True,250,0.1,226
4,4,0.2041584149992559,112.0,True,250,0.1,226
5,5,0.24748929700581357,112.0,True,250,0.1,226
6,6,0.29213349299971014,112.0,True,250,0.1,226
7,7,0.3375066379958298,113.0,True,250,0.1,226
8,8,0.38203722098842263,113.0,True,250,0.1,226
9,9,0.42735872499179095,113.0,True,250,0.1,226
10,10,0.46978438599035144,113.0,True,250,0.1,226
11,11,0.5138685319980141,113.0,True,250,0.1,226
12,12,0.5613603729871102,113.0,True,250,0.1,226
