,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018809245026204735,70632.0,True,250,0.5,146
1,1,5.437899879005272,74178.0,True,250,0.5,146
2,2,10.580797417002032,74622.0,True,250,0.5,146
3,3,15.70820154401008,75182.0,True,250,0.5,146
4,4,20.780665136000607,77288.0,True,250,0.5,146
5,5,25.765040061000036,77610.0,True,250,0.5,146
6,6,30.71049866901012,78775.0,True,250,0.5,146
7,7,35.62777855200693,80171.0,True,250,0.5,146
8,8,40.49724230801803,80171.0,True,250,0.5,146
9,9,45.321659216017,80171.0,True,250,0.5,146
10,10,50.06148854500498,80171.0,True,250,0.5,146
11,11,54.87728705001064,80285.0,True,250,0.5,146
12,12,59.61450915900059,80580.0,True,250,0.5,146
13,13,64.31539270302164,81127.0,True,250,0.5,146
14,14,69.10504982402199,81127.0,True,250,0.5,146
15,15,73.91942287501297,81318.0,True,250,0.5,146
16,16,78.64679464302026,81647.0,True,250,0.5,146
17,17,83.39239945501322,82051.0,True,250,0.5,146
18,18,88.11167679601931,82051.0,True,250,0.5,146
19,19,92.96425235402421,82162.0,True,250,0.5,146
20,20,97.6432119079982,82213.0,True,250,0.5,146
21,21,102.36493373001576,82213.0,True,250,0.5,146
22,22,107.19183597000665,82297.0,True,250,0.5,146
23,23,111.82867383401026,82492.0,True,250,0.5,146
24,24,116.56931742001325,82492.0,True,250,0.5,146
25,25,121.25710915401578,82527.0,True,250,0.5,146
26,26,126.00917915001628,82627.0,True,250,0.5,146
27,27,130.73212325002532,82627.0,True,250,0.5,146
28,28,135.45149516800302,82627.0,True,250,0.5,146
29,29,140.20811029200559,82627.0,True,250,0.5,146
30,30,145.12156397500075,82627.0,True,250,0.5,146
31,31,150.72749542901875,82627.0,True,250,0.5,146
