,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,60601.0,9.32119983190205e-05,"[27, 29, 31, 3, 39, 4, 37, 18, 10, 32, 43, 30, 16, 18, 13, 18, 9, 0, 0, 10, 31, 40, 48, 43, 12, 4, 26, 9, 48, 6, 11, 16, 15, 30, 33, 14, 31, 2, 2, 40, 23, 42, 28, 2, 48, 18, 1, 32, 7, 22, 6, 44, 13, 2, 1, 6, 45, 33, 13, 12, 7, 43, 33, 19, 11, 42, 38, 9, 42, 2, 40, 4, 34, 43, 45, 38, 23, 40, 46, 46, 14, 43, 20, 3, 27, 11, 17, 34, 31, 31, 40, 0, 36, 47, 13, 39, 29, 49, 33, 36]",exponential,3500,0.005,0.001,3499.9983687904096,3500,1401
1,1,60601.0,0.0005156039987923577,"[27, 29, 31, 3, 39, 4, 37, 18, 10, 32, 43, 30, 16, 18, 13, 18, 9, 0, 0, 10, 31, 40, 48, 43, 12, 4, 26, 9, 48, 6, 11, 16, 15, 30, 33, 14, 31, 2, 2, 40, 23, 42, 28, 2, 48, 18, 1, 32, 7, 22, 6, 44, 13, 2, 1, 6, 45, 33, 13, 12, 7, 43, 33, 19, 11, 42, 38, 9, 42, 2, 40, 4, 34, 43, 45, 38, 23, 40, 46, 46, 14, 43, 20, 3, 27, 11, 17, 34, 31, 31, 40, 0, 36, 47, 13, 39, 29, 49, 33, 36]",exponential,3500,0.005,0.001,3499.9909769416518,3500,1401
2,101,71431.0,0.014302419998784899,"[27, 29, 20, 27, 39, 4, 25, 10, 44, 46, 17, 30, 16, 31, 41, 32, 9, 0, 11, 10, 49, 40, 48, 43, 12, 41, 37, 31, 48, 47, 11, 43, 15, 46, 45, 26, 31, 6, 2, 47, 27, 42, 28, 2, 48, 18, 17, 32, 7, 3, 16, 41, 1, 48, 25, 45, 45, 33, 13, 35, 7, 30, 2, 19, 33, 41, 1, 9, 43, 48, 40, 35, 34, 43, 45, 38, 21, 40, 46, 46, 14, 21, 12, 29, 26, 11, 47, 30, 21, 35, 17, 26, 36, 38, 20, 39, 29, 49, 44, 49]",exponential,3500,0.005,0.001,3499.7497165992736,3500,1401
3,201,66001.0,0.02997947099902376,"[17, 25, 41, 27, 39, 4, 5, 10, 41, 46, 17, 30, 16, 44, 1, 16, 9, 2, 49, 6, 28, 36, 39, 28, 32, 8, 34, 31, 48, 47, 41, 43, 31, 39, 49, 20, 14, 6, 31, 47, 27, 42, 30, 37, 48, 6, 9, 16, 9, 5, 37, 41, 24, 48, 25, 45, 43, 33, 13, 2, 7, 30, 2, 10, 33, 41, 45, 9, 43, 3, 40, 35, 2, 26, 18, 38, 21, 40, 46, 3, 14, 41, 12, 29, 4, 11, 47, 29, 25, 42, 32, 26, 36, 38, 20, 16, 30, 49, 29, 49]",exponential,3500,0.005,0.001,3499.4753985766824,3500,1401
4,301,65913.0,0.04707620099907217,"[17, 25, 41, 27, 39, 8, 5, 32, 41, 46, 28, 0, 20, 26, 36, 12, 9, 2, 49, 6, 28, 43, 14, 28, 37, 18, 34, 48, 40, 34, 36, 43, 31, 39, 44, 20, 41, 19, 31, 28, 49, 31, 35, 37, 48, 31, 9, 29, 7, 5, 37, 41, 24, 40, 39, 39, 43, 29, 13, 36, 7, 30, 2, 7, 4, 22, 1, 12, 43, 31, 40, 26, 2, 5, 18, 44, 46, 38, 46, 11, 42, 41, 13, 29, 4, 11, 47, 2, 41, 46, 32, 36, 36, 27, 20, 16, 11, 49, 22, 49]",exponential,3500,0.005,0.001,3499.17626343229,3500,1401
5,401,72237.0,0.06626252899877727,"[10, 25, 20, 19, 23, 8, 30, 15, 42, 46, 28, 0, 20, 26, 28, 12, 46, 2, 49, 27, 25, 46, 14, 26, 37, 40, 34, 27, 40, 48, 36, 41, 31, 29, 31, 20, 41, 5, 41, 41, 49, 33, 35, 37, 48, 31, 28, 29, 7, 20, 47, 41, 44, 45, 28, 48, 15, 29, 42, 41, 37, 30, 16, 47, 4, 22, 1, 41, 46, 31, 40, 20, 2, 5, 18, 34, 36, 49, 31, 11, 42, 41, 13, 20, 33, 1, 47, 3, 13, 46, 32, 36, 36, 40, 20, 11, 18, 35, 22, 45]",exponential,3500,0.005,0.001,3498.840597815429,3500,1401
6,501,72681.0,0.08550368899886962,"[10, 29, 20, 34, 23, 13, 19, 15, 42, 36, 28, 6, 22, 45, 26, 11, 46, 2, 49, 23, 25, 46, 14, 41, 37, 40, 34, 22, 48, 48, 44, 46, 36, 29, 49, 7, 41, 14, 41, 41, 49, 27, 35, 37, 34, 31, 3, 29, 7, 4, 47, 41, 2, 45, 15, 48, 40, 29, 48, 41, 37, 46, 16, 47, 4, 22, 45, 41, 46, 7, 40, 5, 2, 5, 30, 34, 44, 49, 49, 11, 39, 28, 13, 20, 39, 1, 47, 3, 13, 35, 32, 44, 36, 40, 20, 11, 8, 36, 22, 39]",exponential,3500,0.005,0.001,3498.5040052479803,3500,1401
7,601,74658.0,0.10553076599899214,"[10, 31, 20, 38, 30, 41, 33, 6, 42, 19, 28, 6, 8, 45, 26, 11, 46, 2, 49, 23, 30, 46, 14, 41, 32, 40, 34, 16, 48, 48, 15, 46, 36, 29, 49, 2, 45, 44, 41, 41, 49, 27, 32, 12, 31, 31, 3, 29, 2, 4, 47, 41, 45, 45, 27, 48, 40, 29, 34, 41, 37, 46, 16, 47, 4, 22, 45, 31, 46, 11, 40, 1, 1, 5, 30, 34, 44, 49, 49, 43, 39, 28, 18, 30, 39, 14, 47, 4, 11, 35, 32, 44, 36, 40, 20, 31, 43, 36, 22, 48]",exponential,3500,0.005,0.001,3498.15369874182,3500,1401
8,701,74974.0,0.12667820699971344,"[7, 31, 20, 38, 30, 41, 39, 6, 38, 17, 28, 6, 9, 45, 19, 11, 45, 2, 49, 23, 30, 46, 14, 41, 32, 40, 34, 16, 48, 48, 15, 46, 36, 29, 49, 2, 45, 22, 41, 41, 49, 27, 32, 12, 34, 31, 3, 26, 2, 4, 49, 41, 45, 45, 13, 49, 40, 29, 34, 41, 35, 47, 38, 47, 4, 22, 42, 31, 46, 11, 41, 1, 1, 5, 26, 36, 44, 49, 49, 43, 39, 28, 18, 44, 39, 14, 47, 4, 13, 35, 32, 44, 34, 40, 20, 31, 43, 36, 22, 49]",exponential,3500,0.005,0.001,3497.7838333016552,3500,1401
9,801,76170.0,0.1489966489989456,"[7, 27, 20, 39, 30, 47, 39, 6, 38, 17, 44, 6, 42, 45, 19, 11, 47, 1, 49, 23, 30, 46, 14, 41, 32, 40, 34, 16, 48, 48, 15, 46, 36, 29, 49, 2, 45, 25, 41, 41, 49, 4, 32, 12, 34, 31, 3, 26, 2, 4, 49, 41, 45, 45, 10, 16, 40, 29, 34, 41, 35, 47, 38, 47, 4, 22, 42, 34, 46, 11, 41, 1, 1, 2, 26, 36, 44, 49, 49, 43, 47, 28, 18, 48, 39, 23, 47, 4, 13, 35, 32, 44, 33, 40, 20, 31, 43, 36, 45, 49]",exponential,3500,0.005,0.001,3497.393529651437,3500,1401
