,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018618164991494268,16.0,True,250,0.5,226
1,1,0.07393129900447093,91.0,True,250,0.5,226
2,2,0.1337084110127762,93.0,True,250,0.5,226
3,3,0.19940363799105398,93.0,True,250,0.5,226
4,4,0.26093673301511444,95.0,True,250,0.5,226
5,5,0.3186458979907911,95.0,True,250,0.5,226
6,6,0.376862709003035,95.0,True,250,0.5,226
7,7,0.43631088800611906,95.0,True,250,0.5,226
8,8,0.497813636000501,95.0,True,250,0.5,226
9,9,0.5533088789961766,96.0,True,250,0.5,226
10,10,0.6092963360133581,98.0,True,250,0.5,226
11,11,0.6685966500081122,98.0,True,250,0.5,226
12,12,0.7266242270125076,99.0,True,250,0.5,226
13,13,0.7866391070128884,104.0,True,250,0.5,226
14,14,0.8425211049907375,104.0,True,250,0.5,226
15,15,0.8986397990083788,104.0,True,250,0.5,226
16,16,0.9560352179978509,104.0,True,250,0.5,226
17,17,1.0116227859980427,104.0,True,250,0.5,226
18,18,1.0674490070086904,104.0,True,250,0.5,226
