,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005574092996539548,117148.0,True,150,0.8,49
1,1,12.551921033009421,118792.0,True,150,0.8,49
2,2,24.927189845999237,118792.0,True,150,0.8,49
3,3,36.90033506101463,118792.0,True,150,0.8,49
4,4,48.98957291900297,118829.0,True,150,0.8,49
5,5,61.04489972101874,118829.0,True,150,0.8,49
6,6,73.015198840003,118829.0,True,150,0.8,49
7,7,84.80260900000576,118829.0,True,150,0.8,49
8,8,97.28197468401049,119367.0,True,150,0.8,49
9,9,109.06898479702068,119367.0,True,150,0.8,49
10,10,120.6998429899977,119367.0,True,150,0.8,49
11,11,132.07331032300135,119367.0,True,150,0.8,49
12,12,143.75470809001126,119367.0,True,150,0.8,49
13,13,155.09356605401263,119367.0,True,150,0.8,49
