,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005849784996826202,110149.0,True,150,0.95,49
1,1,13.972738429991296,110520.0,True,150,0.95,49
2,2,28.298139239981538,111338.0,True,150,0.95,49
3,3,41.82859989098506,111338.0,True,150,0.95,49
4,4,55.13947843798087,111338.0,True,150,0.95,49
5,5,68.89521474399953,113211.0,True,150,0.95,49
6,6,82.19177701600711,113211.0,True,150,0.95,49
7,7,95.49697748600738,113211.0,True,150,0.95,49
8,8,108.78917682598694,113211.0,True,150,0.95,49
9,9,122.02840956600267,113211.0,True,150,0.95,49
10,10,135.15819727399503,113211.0,True,150,0.95,49
