,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.008076393998635467,129.0,True,1500,0.2,149
1,1,0.3655141810013447,129.0,True,1500,0.2,149
2,2,0.7195054170006188,134.0,True,1500,0.2,149
3,3,1.083716255001491,139.0,True,1500,0.2,149
4,4,1.4373457499968936,141.0,True,1500,0.2,149
5,5,1.8264155249999021,146.0,True,1500,0.2,149
6,6,2.1729963030011277,147.0,True,1500,0.2,149
7,7,2.5164629999999306,152.0,True,1500,0.2,149
8,8,2.883460291996016,156.0,True,1500,0.2,149
9,9,3.2381905719958013,157.0,True,1500,0.2,149
10,10,3.6104543449982884,164.0,True,1500,0.2,149
11,11,3.9512881439950434,169.0,True,1500,0.2,149
12,12,4.314528304996202,172.0,True,1500,0.2,149
13,13,4.723718884000846,174.0,True,1500,0.2,149
14,14,5.1048760499979835,178.0,True,1500,0.2,149
15,15,5.450587048995658,186.0,True,1500,0.2,149
16,16,5.811721525999019,186.0,True,1500,0.2,149
17,17,6.184969385998556,188.0,True,1500,0.2,149
18,18,6.62334385199938,190.0,True,1500,0.2,149
19,19,7.071755526994821,191.0,True,1500,0.2,149
20,20,7.480308298996533,192.0,True,1500,0.2,149
21,21,8.103187937995244,193.0,True,1500,0.2,149
22,22,8.732125481001276,193.0,True,1500,0.2,149
23,23,9.288495228996908,193.0,True,1500,0.2,149
24,24,10.570807557996886,193.0,True,1500,0.2,149
25,25,11.945306435998646,193.0,True,1500,0.2,149
26,26,13.326601109998592,193.0,True,1500,0.2,149
27,27,14.724184651997348,193.0,True,1500,0.2,149
28,28,16.123978925999836,193.0,True,1500,0.2,149
29,29,17.54022549399815,193.0,True,1500,0.2,149
30,30,18.94532049800182,193.0,True,1500,0.2,149
31,31,20.347684221997042,193.0,True,1500,0.2,149
32,32,21.752475923996826,193.0,True,1500,0.2,149
33,33,23.157930258996203,193.0,True,1500,0.2,149
34,34,24.57463240600191,193.0,True,1500,0.2,149
35,35,25.98067498599994,193.0,True,1500,0.2,149
36,36,27.389599848997022,193.0,True,1500,0.2,149
37,37,28.81433346599806,193.0,True,1500,0.2,149
38,38,30.23858536499756,193.0,True,1500,0.2,149
39,39,31.638697848997253,193.0,True,1500,0.2,149
40,40,33.05970502099808,193.0,True,1500,0.2,149
41,41,34.465492088995234,193.0,True,1500,0.2,149
42,42,35.86881580599584,193.0,True,1500,0.2,149
43,43,37.28402216199902,193.0,True,1500,0.2,149
44,44,38.70886591599992,193.0,True,1500,0.2,149
45,45,40.12787902599666,193.0,True,1500,0.2,149
46,46,41.55206253800134,193.0,True,1500,0.2,149
