,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.003721160999702988,71649.0,True,100,0.6,49
1,1,3.13488998899993,71649.0,True,100,0.6,49
2,2,6.150957861000279,72845.0,True,100,0.6,49
3,3,9.146773661001134,72845.0,True,100,0.6,49
4,4,12.042505823001193,72845.0,True,100,0.6,49
5,5,14.876413403000697,72845.0,True,100,0.6,49
6,6,17.70530655500079,72855.0,True,100,0.6,49
7,7,20.544027064999682,72855.0,True,100,0.6,49
8,8,23.356367147000128,72855.0,True,100,0.6,49
9,9,26.16929165900001,73196.0,True,100,0.6,49
10,10,28.90617699500035,73281.0,True,100,0.6,49
11,11,31.73047583100015,73281.0,True,100,0.6,49
12,12,35.20722033899983,73281.0,True,100,0.6,49
13,13,37.96483742400051,73281.0,True,100,0.6,49
14,14,40.71872546099985,73281.0,True,100,0.6,49
15,15,43.52752114900068,73281.0,True,100,0.6,49
