,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.005945590994087979,112684.0,True,150,0.7,49
1,1,11.038580444990657,112684.0,True,150,0.7,49
2,2,22.338558311981615,114888.0,True,150,0.7,49
3,3,33.156748767971294,114888.0,True,150,0.7,49
4,4,43.76739864499541,114888.0,True,150,0.7,49
5,5,54.16192354497616,115762.0,True,150,0.7,49
6,6,64.72903540599509,115762.0,True,150,0.7,49
7,7,74.93845918599982,116820.0,True,150,0.7,49
8,8,85.18055698397802,117499.0,True,150,0.7,49
9,9,95.61378898198018,118856.0,True,150,0.7,49
10,10,105.73680597898783,118856.0,True,150,0.7,49
11,11,115.89415054197889,120299.0,True,150,0.7,49
12,12,126.00720922998153,120804.0,True,150,0.7,49
13,13,136.09173712698976,120804.0,True,150,0.7,49
14,14,146.14597308798693,120804.0,True,150,0.7,49
15,15,156.2826155719813,120804.0,True,150,0.7,49
16,16,166.38161063499865,120804.0,True,150,0.7,49
17,17,176.5448802029714,120804.0,True,150,0.7,49
