,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.018935724976472557,90.0,True,250,0.5,146
1,1,0.08668256297823973,91.0,True,250,0.5,146
2,2,0.1532970409898553,94.0,True,250,0.5,146
3,3,0.218535678985063,94.0,True,250,0.5,146
4,4,0.27538743897457607,94.0,True,250,0.5,146
5,5,0.33322434598812833,94.0,True,250,0.5,146
6,6,0.39016660099150613,94.0,True,250,0.5,146
7,7,0.45162766199791804,95.0,True,250,0.5,146
8,8,0.5110536569845863,95.0,True,250,0.5,146
9,9,0.5665886989736464,99.0,True,250,0.5,146
10,10,0.6252080239937641,100.0,True,250,0.5,146
11,11,0.6807111369853374,101.0,True,250,0.5,146
12,12,0.7415907259855885,102.0,True,250,0.5,146
13,13,0.8023992259986699,102.0,True,250,0.5,146
14,14,0.8590687069809064,102.0,True,250,0.5,146
15,15,0.9143605299759656,103.0,True,250,0.5,146
16,16,0.9694257089868188,104.0,True,250,0.5,146
17,17,1.0306111619865987,104.0,True,250,0.5,146
18,18,1.0860331539879553,107.0,True,250,0.5,146
19,19,1.1448154569952749,108.0,True,250,0.5,146
20,20,1.2019139929907396,108.0,True,250,0.5,146
21,21,1.2579697359760758,108.0,True,250,0.5,146
22,22,1.3329768319963478,108.0,True,250,0.5,146
23,23,1.4034828879812267,108.0,True,250,0.5,146
24,24,1.479173327999888,108.0,True,250,0.5,146
25,25,1.5553579339757562,108.0,True,250,0.5,146
26,26,1.6241801849973854,108.0,True,250,0.5,146
27,27,1.699743769975612,108.0,True,250,0.5,146
28,28,1.7762014769832604,108.0,True,250,0.5,146
29,29,1.8516733909782488,108.0,True,250,0.5,146
30,30,1.9062857409880962,108.0,True,250,0.5,146
31,31,1.9668052449997049,108.0,True,250,0.5,146
32,32,2.043057181988843,108.0,True,250,0.5,146
33,33,2.1202782269974705,108.0,True,250,0.5,146
34,34,2.196184075990459,108.0,True,250,0.5,146
35,35,2.2671046420000494,108.0,True,250,0.5,146
36,36,2.3452272469876334,108.0,True,250,0.5,146
37,37,2.427378215972567,108.0,True,250,0.5,146
38,38,2.498541029985063,108.0,True,250,0.5,146
39,39,2.575242246995913,108.0,True,250,0.5,146
40,40,2.6510101249732543,108.0,True,250,0.5,146
41,41,2.7213072309968993,108.0,True,250,0.5,146
42,42,2.8025668449990917,108.0,True,250,0.5,146
43,43,2.8784522009955253,111.0,True,250,0.5,146
44,44,2.949666107975645,111.0,True,250,0.5,146
45,45,3.026301096979296,111.0,True,250,0.5,146
46,46,3.102412396983709,111.0,True,250,0.5,146
47,47,3.184068741975352,111.0,True,250,0.5,146
48,48,3.260588081990136,111.0,True,250,0.5,146
49,49,3.332196388975717,111.0,True,250,0.5,146
50,50,3.4089266849914566,111.0,True,250,0.5,146
51,51,3.4853340259869583,111.0,True,250,0.5,146
52,52,3.567177331977291,111.0,True,250,0.5,146
53,53,3.643585992977023,111.0,True,250,0.5,146
54,54,3.7197331379866228,111.0,True,250,0.5,146
55,55,3.7963712769851554,111.0,True,250,0.5,146
56,56,3.8725206999806687,111.0,True,250,0.5,146
57,57,3.9545876939955633,111.0,True,250,0.5,146
58,58,4.031512800982455,111.0,True,250,0.5,146
59,59,4.107693254976766,111.0,True,250,0.5,146
60,60,4.183731082972372,111.0,True,250,0.5,146
61,61,4.260405581997475,111.0,True,250,0.5,146
62,62,4.343498599977465,111.0,True,250,0.5,146
63,63,4.419850090984255,111.0,True,250,0.5,146
64,64,4.496569089998957,111.0,True,250,0.5,146
65,65,4.573306965990923,111.0,True,250,0.5,146
66,66,4.650119043973973,111.0,True,250,0.5,146
67,67,4.731958282995038,111.0,True,250,0.5,146
68,68,4.808462492976105,111.0,True,250,0.5,146
69,69,4.88490242898115,111.0,True,250,0.5,146
70,70,4.961259434989188,111.0,True,250,0.5,146
71,71,5.037444802990649,111.0,True,250,0.5,146
72,72,5.12071133297286,111.0,True,250,0.5,146
73,73,5.19694249497843,111.0,True,250,0.5,146
74,74,5.2733564369846135,111.0,True,250,0.5,146
75,75,5.350647756975377,111.0,True,250,0.5,146
76,76,5.427112437988399,111.0,True,250,0.5,146
77,77,5.508613031997811,111.0,True,250,0.5,146
78,78,5.584525231999578,111.0,True,250,0.5,146
79,79,5.66146418597782,111.0,True,250,0.5,146
80,80,5.7376290269894525,111.0,True,250,0.5,146
81,81,5.813655403995654,111.0,True,250,0.5,146
82,82,5.895526190986857,111.0,True,250,0.5,146
83,83,5.97144240498892,111.0,True,250,0.5,146
84,84,6.0478916539868806,111.0,True,250,0.5,146
85,85,6.1240990219812375,111.0,True,250,0.5,146
86,86,6.201689134992193,111.0,True,250,0.5,146
87,87,6.283438378974097,111.0,True,250,0.5,146
88,88,6.3608165129844565,111.0,True,250,0.5,146
89,89,6.437404479976976,111.0,True,250,0.5,146
90,90,6.513159984984668,111.0,True,250,0.5,146
91,91,6.58932361198822,111.0,True,250,0.5,146
92,92,6.671266843972262,111.0,True,250,0.5,146
93,93,6.747550446976675,111.0,True,250,0.5,146
